provider_name,alias,provider_id,provider_type,country,source_file,provided_name,provided_id,share_provided,year,source
SGP,,P47,,Unknown,provision.csv,Assembly inspection tools,N70,21.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SGP,,P47,,Unknown,provision.csv,Dicing tools,N71,1.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SGP,,P47,,Unknown,provision.csv,Bonding tools,N72,38.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SGP,,P47,,Unknown,provision.csv,Die attaching tools,N73,18.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SGP,,P47,,Unknown,provision.csv,Wire bonding tools,N74,88.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SGP,,P47,,Unknown,provision.csv,Other interconnect tools,N75,11.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SGP,,P47,,Unknown,provision.csv,Packaging tools,N76,3.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SGP,,P47,,Unknown,provision.csv,Integrated assembly tools,N77,97.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SGP,,P47,,Unknown,provision.csv,Handlers and probers,N83,2.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
SMEE,,P70,,Unknown,provision.csv,i-line lithography tools,N106,4.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SMIT,,P83,,Unknown,provision.csv,Ion implanters,N17,8.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SPEA,,P382,,Unknown,provision.csv,SoC test tools,N80,1.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
SPEA,,P382,,Unknown,provision.csv,Handlers and probers,N83,1.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
SSP,,P167,,Unknown,provision.csv,Other interconnect tools,N75,3.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
STK Technology,,P366,,Unknown,provision.csv,Burn-in test tools,N81,1.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
SUSS MicroTec,,P68,,Unknown,provision.csv,Wafer bonding and aligning tools,N10,3.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SUSS MicroTec,,P68,,Unknown,provision.csv,Resist processing tools (adv. pkg.),N122,13.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SUSS MicroTec,,P68,,Unknown,provision.csv,Mask aligners,N123,87.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SUSS MicroTec,,P68,,Unknown,provision.csv,Lithography tools (adv. pkg.),N127,10.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SUSS MicroTec,,P68,,Unknown,provision.csv,Resist processing tools,N32,2.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SWE,,P90,,Unknown,provision.csv,Lithography tools,N19,0.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SWE,,P90,,Unknown,provision.csv,Mask exposure systems - laser beam,N30,37.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SWE,,P90,,Unknown,provision.csv,Bonding tools,N72,0.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SWE,,P90,,Unknown,provision.csv,Other interconnect tools,N75,8.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Screen,,P106,,Unknown,provision.csv,Fabrication tools (for advanced packaging),N109,3.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Screen,,P106,,Unknown,provision.csv,Single wafer spin & spray systems (adv. pkg.),N125,48.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Screen,,P106,,Unknown,provision.csv,Etch and clean tools (adv. pkg.),N129,15.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Screen,,P106,,Unknown,provision.csv,Resist processing tools,N32,2.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Screen,,P106,,Unknown,provision.csv,Rapid thermal processing tools,N43,3.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Screen,,P106,,Unknown,provision.csv,Wet etching and cleaning tools,N49,37.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Screen,,P106,,Unknown,provision.csv,Etch and clean tools,N55,9.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Semics,,P342,,Unknown,provision.csv,Handlers and probers,N83,7.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Semilab,,P343,,Unknown,provision.csv,"Film, stack, and shape metrology tools",N65,2.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Shenzhen Axxon Automation,,P344,,Unknown,provision.csv,Other interconnect tools,N75,8.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Shenzhen Naso Tech Co.,,P407,,Unknown,provision.csv,Other deposition tools (non-IC),N138,2.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
ShibaSoku,,P346,,Unknown,provision.csv,Linear and discrete testing tools,N82,1.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Shibaura Mechatronics,,P347,,Unknown,provision.csv,Fabrication tools (for advanced packaging),N109,1.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Shibaura Mechatronics,,P347,,Unknown,provision.csv,Single wafer spin & spray systems (adv. pkg.),N125,28.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Shibaura Mechatronics,,P347,,Unknown,provision.csv,Etch and clean tools (adv. pkg.),N129,9.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Shibaura Mechatronics,,P347,,Unknown,provision.csv,Die attaching tools for IC,N131,3.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Shibaura Mechatronics,,P347,,Unknown,provision.csv,Die attaching tools for non-IC,N132,3.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Shibaura Mechatronics,,P347,,Unknown,provision.csv,Dry stripping tools,N53,7.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Shibaura Mechatronics,,P347,,Unknown,provision.csv,Misc. dry etch tools,N54,13.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Shibaura Mechatronics,,P347,,Unknown,provision.csv,Bonding tools,N72,2.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Shibaura Mechatronics,,P347,,Unknown,provision.csv,Die attaching tools,N73,3.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Shibuya Kogyo,,P381,,Unknown,provision.csv,Other interconnect tools,N75,1.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Shinkawa,,P166,,Unknown,provision.csv,Die attaching tools for IC,N131,5.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Shinkawa,,P166,,Unknown,provision.csv,Auto ball bonders for IC,N134,3.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Shinkawa,,P166,,Unknown,provision.csv,Auto ball bonders for non-IC,N135,5.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Shinkawa,,P166,,Unknown,provision.csv,Wafer level stud bonders,N137,11.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Shinkawa,,P166,,Unknown,provision.csv,Bonding tools,N72,3.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Shinkawa,,P166,,Unknown,provision.csv,Die attaching tools,N73,4.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Shinkawa,,P166,,Unknown,provision.csv,Wire bonding tools,N74,3.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
TESEC,,P181,,Unknown,provision.csv,Linear and discrete testing tools,N82,7.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
TOWA,,P169,,Unknown,provision.csv,Packaging tools,N76,45.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
TWN,,P8,,Unknown,provision.csv,Fabrication tools (for advanced packaging),N109,0.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
TWN,,P8,,Unknown,provision.csv,Wafer handlers,N11,0.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
TWN,,P8,,Unknown,provision.csv,ECP tools (adv. pkg.),N113,0.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
TWN,,P8,,Unknown,provision.csv,Photomask handlers,N12,8.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
TWN,,P8,,Unknown,provision.csv,Test tools,N120,1.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
TWN,,P8,,Unknown,provision.csv,Single wafer spin & spray systems (adv. pkg.),N125,2.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
TWN,,P8,,Unknown,provision.csv,Deposition tools (adv. pkg.),N128,0.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
TWN,,P8,,Unknown,provision.csv,Etch and clean tools (adv. pkg.),N129,0.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
TWN,,P8,,Unknown,provision.csv,Die attaching tools for IC,N131,0.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
TWN,,P8,,Unknown,provision.csv,Die attaching tools for non-IC,N132,0.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
TWN,,P8,,Unknown,provision.csv,Ion implanters,N17,0.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
TWN,,P8,,Unknown,provision.csv,Deposition tools,N36,0.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
TWN,,P8,,Unknown,provision.csv,Electrochemical plating tools,N45,0.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
TWN,,P8,,Unknown,provision.csv,Dry etching and cleaning tools,N48,0.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
TWN,,P8,,Unknown,provision.csv,Wet etching and cleaning tools,N49,0.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
TWN,,P8,,Unknown,provision.csv,Dry stripping tools,N53,1.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
TWN,,P8,,Unknown,provision.csv,Etch and clean tools,N55,0.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
TWN,,P8,,Unknown,provision.csv,Wafer and photomask handlers,N59,0.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
TWN,,P8,,Unknown,provision.csv,Assembly inspection tools,N70,5.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
